Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject
OY974300,Severe acute respiratory syndrome coronavirus 2,ERR5297309,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-24,SAMEA8066399,PRJEB37886
OY974302,Severe acute respiratory syndrome coronavirus 2,ERR5225112,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-22,SAMEA7974358,PRJEB37886
OY974309,Severe acute respiratory syndrome coronavirus 2,ERR5301828,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-18,SAMEA8070760,PRJEB37886
OY974311,Severe acute respiratory syndrome coronavirus 2,ERR5629409,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-22,SAMEA8463992,PRJEB37886
OY974316,Severe acute respiratory syndrome coronavirus 2,ERR5472860,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-26,SAMEA8253460,PRJEB37886
OY974319,Severe acute respiratory syndrome coronavirus 2,ERR5938218,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-10,SAMEA8772362,PRJEB37886
OY974323,Severe acute respiratory syndrome coronavirus 2,ERR5937373,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29881,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-29,SAMEA8771506,PRJEB37886
OY974331,Severe acute respiratory syndrome coronavirus 2,ERR5989545,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29878,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-17,SAMEA9083443,PRJEB37886
OY974332,Severe acute respiratory syndrome coronavirus 2,ERR5990822,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-04,SAMEA9084790,PRJEB37886
OY974339,Severe acute respiratory syndrome coronavirus 2,ERR5221171,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-21,SAMEA7970196,PRJEB37886
OY974348,Severe acute respiratory syndrome coronavirus 2,ERR5989055,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-19,SAMEA9082928,PRJEB37886
OY974350,Severe acute respiratory syndrome coronavirus 2,ERR5936659,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-10,SAMEA8770511,PRJEB37886
OY974351,Severe acute respiratory syndrome coronavirus 2,ERR5477762,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-15,SAMEA8258269,PRJEB37886
OY974384,Severe acute respiratory syndrome coronavirus 2,ERR5478748,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-10,SAMEA8259231,PRJEB37886
OY974389,Severe acute respiratory syndrome coronavirus 2,ERR5989442,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-17,SAMEA9083334,PRJEB37886
OY974391,Severe acute respiratory syndrome coronavirus 2,ERR6020199,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-10,SAMEA9134061,PRJEB37886
OY974394,Severe acute respiratory syndrome coronavirus 2,ERR5471215,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-25,SAMEA8251816,PRJEB37886
OY974403,Severe acute respiratory syndrome coronavirus 2,ERR5991406,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-14,SAMEA9085407,PRJEB37886
OY974405,Severe acute respiratory syndrome coronavirus 2,ERR5472070,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-26,SAMEA8252680,PRJEB37886
OY974415,Severe acute respiratory syndrome coronavirus 2,ERR5633983,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-21,SAMEA8468299,PRJEB37886
OY974421,Severe acute respiratory syndrome coronavirus 2,ERR5495536,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-05,SAMEA8358410,PRJEB37886
OY974430,Severe acute respiratory syndrome coronavirus 2,ERR6058850,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29887,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-06-01,SAMEA9203435,PRJEB37886
OY974433,Severe acute respiratory syndrome coronavirus 2,ERR5080658,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29872,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-11-21,SAMEA7797861,PRJEB37886
OY974450,Severe acute respiratory syndrome coronavirus 2,ERR6019002,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-05,SAMEA9132863,PRJEB37886
OY974458,Severe acute respiratory syndrome coronavirus 2,ERR5941824,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-06,SAMEA8775938,PRJEB37886
OY974461,Severe acute respiratory syndrome coronavirus 2,ERR5409208,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-01-04,SAMEA8189896,PRJEB37886
OY974466,Severe acute respiratory syndrome coronavirus 2,ERR5669122,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020,SAMEA8518646,PRJEB37886
OY974472,Severe acute respiratory syndrome coronavirus 2,ERR5875124,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-04-14,SAMEA8685568,PRJEB37886
OY974474,Severe acute respiratory syndrome coronavirus 2,ERR5297904,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-12-21,SAMEA8066989,PRJEB37886
OY974481,Severe acute respiratory syndrome coronavirus 2,ERR5300898,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-02,SAMEA8069838,PRJEB37886
OY974489,Severe acute respiratory syndrome coronavirus 2,ERR5990496,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-16,SAMEA9084446,PRJEB37886
OY974490,Severe acute respiratory syndrome coronavirus 2,ERR5399461,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2021-01-31,SAMEA8180629,PRJEB37886
OY974496,Severe acute respiratory syndrome coronavirus 2,ERR5991702,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-05-09,SAMEA9085721,PRJEB37886
OY974498,Severe acute respiratory syndrome coronavirus 2,,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29887,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-12,SAMEA13997216,PRJEB37886
OY974500,Severe acute respiratory syndrome coronavirus 2,ERR5632982,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-24,SAMEA8467295,PRJEB37886
OY974508,Severe acute respiratory syndrome coronavirus 2,ERR5668824,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,2023-12-14,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,GenBank,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-22,SAMEA8518344,PRJEB37886
