Accession,Organism_Name,Submitters,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Genotype,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
UKD67944,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-02-03,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OR-CDC-LC0496261,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Oregon,USA,OR,Homo sapiens,oronasopharynx,2022-01-12
URO26126,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-06-02,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,PA-CDC-STM-5YSMU6CES,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-05-21
WZA19101,Severe acute respiratory syndrome coronavirus 2,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.",2024-04-09,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210310_00C09,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA,USA,,Homo sapiens,,2021-03-08
QTP28979,Severe acute respiratory syndrome coronavirus 2,"Flores,H., Freeman,J.",2021-04-08,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,SC-COVID21-1168,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,"USA: SC, GREENVILLE",USA,SC,Homo sapiens,,2021-03-12
UUQ86506,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-08,BA.5.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-QDX39259246,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),4402,,ORF1a polyprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-07-16
WGP73708,Severe acute respiratory syndrome coronavirus 2,"Colson,P., Levasseur,A., Boschi,C., Fournier,P.-E., La Scola,B.",2023-05-01,AY.98.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,IHUCOVID-028706,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),119,,ORF8 protein,France,France,,Homo sapiens,oronasopharynx,2021-08
QZE80471,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-08-23,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-LC0150953,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-07-30
QTW64715,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.",2021-04-16,B.1.637,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MI-CDC-STM-000044872,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2021-03-28
USY63410,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.",2022-07-05,BA.2.12.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2103366546,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,USA,USA,,Homo sapiens,,2022-06-05
WAR94571,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-12-15,BQ.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CA-CDC-QDX44066939,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-11-27
UPD29108,Severe acute respiratory syndrome coronavirus 2,Direct Submission,2022-12-31,BA.2.3,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PV56847,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF7a protein,USA,USA,,Homo sapiens,oronasopharynx,2022-03-26
UPX22952,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-05-05,BA.2.37,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,OH-CDC-QDX35975406,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1270,,surface glycoprotein,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-04-14
QTZ14401,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-20,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-ASC210018977,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Florida,USA,FL,Homo sapiens,,2021-03-24
UPY03252,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-05-06,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,GA-CDC-STM-3B76M5SD5,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Georgia,USA,GA,Homo sapiens,oronasopharynx,2022-04-24
WAM74285,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-12-12,BQ.1.13,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,AZ-CDC-STM-B6PHZ7TU4,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1267,,surface glycoprotein,USA: Arizona,USA,AZ,Homo sapiens,oronasopharynx,2022-11-23
UKH85794,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2022-02-05,BA.1.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,CO-CDC-FG-252422,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,2022-01-19
QVO21498,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-05-20,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,TN-CDC-LC0057036,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,2021-05-09
UHR30167,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-12-28,AY.3.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,WV-CDC-ASC210613137,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),119,,ORF8 protein,USA: West Virginia,USA,WV,Homo sapiens,,2021-12-14
WZU51470,Severe acute respiratory syndrome coronavirus 2,"Mitchell,M., Tekin,O., Dong,Y.",2024-04-23,B.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-BPHL-3770,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: FL,USA,FL,Homo sapiens,,2020-08-25
ULA06397,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.",2022-02-14,BA.1.17,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,UT-UPHL-220207058417,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,USA,USA,,Homo sapiens,,2022-01-03
QLK98170,Severe acute respiratory syndrome coronavirus 2,"Rosenthal,S.H., Anderson,B.P., Kagan,R.N., Anna,G., Renius,O.",2020-07-22,B.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NC-QDX-202,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),222,,membrane glycoprotein,USA: NC,USA,NC,Homo sapiens,,2020-04-30
QTJ17032,Severe acute respiratory syndrome coronavirus 2,"Cook,P.W., Howard,D., Batra,D., Rambo-Martin,B.L., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Galloway,S., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., Tong,S., MacCannell,D.",2021-04-01,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-STM-000026309,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),75,,envelope protein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-02-28
WAV85523,Severe acute respiratory syndrome coronavirus 2,"Zarate,S., Taboada,B., Rosales-Rivera,M., Garcia-Lopez,R., Munoz-Medina,J.E., Sanchez-Flores,A., Herrera-Estrella,A., Gomez-Gil,B., Selem-Mojica,N., Salas-Lais,A.G., Vazquez-Perez,J.A., Cabrera-Gaytan,D.A., Fernandes-Matano,L., Uribe-Noguez,L.A., Chale-Dzul,J.B., Maldonado Meza,B.I., Mejia-Nepomuceno,F., Perez-Padilla,R., Gutierrez-Rios,R.M., Loza,A., Roche,B., Lopez,S., Arias,C.F., Alvarado-Yaah,J.E., Becerril-Vargas,E., Corona-Armenta,G., Chaidez-Quiroz,C., Dominguez-Zarate,H., Enciso-Ibarra,J., Espinosa-Ayala,G., Fregoso-Rueda,D., Garcia-Gasca,A., Gonzalez,J.P., Gonzalez-Lopez,I., Grande,R., Herrera-Najera,C.I., Jimenez-Moraila,B., Lira-Morales,D., Maldonado-Meza,B.I., Marquez-Rosales,M.G., Martinez-Alvarez,J.C., Martinez-Miguel,B., Martinez-Morales,G.B., Martinez-Rodriguez,C., Mireles-Rivera,M.G., Molina-Salinas,G.M., Montoya-Fuentes,H., Mujica-Sanchez,M., Nunez-Contreras,J., Salinas-Peralta,I.P., Rivas-Santiago,B.T., Salas-Hernandez,J., Santacruz-Tinoco,C.E., Vazquez,G.",2022-12-20,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CMX-1_6936,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),61,,ORF6 protein,Mexico,Mexico,,Homo sapiens,,2022-03-08
QRN61056,Severe acute respiratory syndrome coronavirus 2,"Pyo,C.-W., Nelson,W.C., Li,R., Wang,R., Ishitani,A., Mills,M.G., Randhawa,A.K., Roychoudhury,P., Greninger,A., Jerome,K., Zhao,L.P., Geraghty,D.E.",2021-02-11,B.1.1.291,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,FHCRC-17473,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2020-07-22
QTU69463,Severe acute respiratory syndrome coronavirus 2,"Parrott,T., Reeves,S., Dixey,C., Edwards,J., Fields,A., Smith,T.",2021-04-13,B.1.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,GA-GPHL-0197,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),419,,nucleocapsid phosphoprotein,USA: GA,USA,GA,Homo sapiens,,2021-01-25
ULD52510,Severe acute respiratory syndrome coronavirus 2,"Tegally,H., Wilkinson,E., Giovanetti,M., Iranzadeh,A., Fonseca,V., Giandhari,J., Doolabh,D., Pillay,S., San,E.J., Msomi,N., Mlisana,K., von Gottberg,A., Walaza,S., Allam,M., Ismail,A., Mohale,T., Glass,A.J., Engelbrecht,S., Van Zyl,G., Preiser,W., Petruccione,F., Sigal,A., Hardie,D., Marais,G., Hsiao,N.Y., Korsman,S., Davies,M.A., Tyers,L., Mudau,I., York,D., Maslo,C., Goedhals,D., Abrahams,S., Laguda-Akingba,O., Alisoltani-Dehkordi,A., Godzik,A., Wibmer,C.K., Sewell,B.T., Lourenco,J., Alcantara,L.C.J., Kosakovsky Pond,S.L., Weaver,S., Martin,D., Lessells,R.J., Bhiman,J.N., Williamson,C., de Oliveira,T., Olubayo,L.A.I., Joseph,R., Mbhele,N., Galvao,B., Hsiao,M., James,E.S.",2022-02-16,B.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NHLS-UCT-GP-6336,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,South Africa,South Africa,,Homo sapiens,,2021-04-26
UNV60998,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-03-29,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NJ-CDC-LC0565138,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-03-16
USO60132,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-06-26,BA.4.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NJ-CDC-QDX37841630,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),275,,ORF3a protein,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-06-07
WJF09499,Severe acute respiratory syndrome coronavirus 2,"Taboada,B., Zarate,S., Garcia-Lopez,R., Munoz-Medina,J.E., Gomez-Gil,B., Herrera-Estrella,A., Sanchez-Flores,A., Salas-Lais,A.G., Roche,B., Martinez-Morales,G., Dominguez Zarate,H., Duque Molina,C., Aviles Hernandez,R., Lopez,S., Arias,C.F., Alvarado-Yaah,J.E., Becerril-Vargas,E., Cabrera-Gaytan,D.A., Corona Armenta,G., Chaidez-Quiroz,C., Dominguez-Zarate,H., Enciso-Ibarra,J., Espinosa-Ayala,G., Fregoso-Rueda,D., Garcia-Gasca,A., Gonzalez,J.P., Gonzalez-Lopez,I., Grande,R., Herrera-Najera,C.I., Jimenez-Moraila,B., Lira-Morales,D., Maldonado-Meza,B.I., Marquez-Rosales,M.G., Martinez-Alvarez,J.C., Martinez-Miguel,B., Martinez-Morales,G.B., Martinez-Rodriguez,C., Mejia-Nepomuceno,F., Mireles-Rivera,M.G., Molina-Salinas,G.M., Montoya-Fuentes,H., Mujica-Sanchez,M., Nunez-Contreras,J., Salinas-Peralta,I.P., Rivas-Santiago,B.T., Rosales-Rivera,M., Salas-Hernandez,J., Santacruz-Tinoco,C.E., Selem-Mojica,N., Vazquez,G., Vazquez-Perez,J.A.",2023-06-21,BA.2.9,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,CMX_7728,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),43,,ORF7b protein,Mexico,Mexico,,Homo sapiens,,2022-05-26
QXY27895,Severe acute respiratory syndrome coronavirus 2,"West,A.P., Wertheim,J.O., Wang,J.C., Vasylyeva,T.I., Havens,J.L., Chowdhury,M.A., Gonzalez,E., Fang,C.E., Di Lonardo,S.S., Hughes,S., Rakeman,J.L., Lee,H.H., Barnes,C.O., Gnanapragasam,P.N., Yang,Z., Gaebler,C., Caskey,M., Nussenzweig,M.C., Keeffe,J.R., Bjorkman,P.J., Hammerling,M., Hopkins,M., del Castillo,C., Kang,S.C., Ward,W., Bugga,P., Hao,H., Laurent,J.",2021-07-27,B.1.526,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-2021_0212_04C12,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),121,,ORF8 protein,USA,USA,,Homo sapiens,oronasopharynx,2021-02-10
UOM89391,Severe acute respiratory syndrome coronavirus 2,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",2022-04-10,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,MA-Broad-CRSP_G43QWUPSCPIA25CL,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Massachusetts,USA,MA,Homo sapiens,,2022-03-31
UUK60331,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-04,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NY-CDC-QDX39214763,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),38,,ORF10 protein,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-07-19
QTO76693,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Feo,Ed., Antico,J., Tran,C., Tolentino,M., Wickline,S., Gietzen,K., Sickler,B., Liu,J., Allen,E., Febbo,P., Washington,N.L., White,S., Levan,G., Barrett,K.S., Cirulli,E., Bolze,A., Ascencio,A., Rivera-Garcia,C., Cho,R., Nguyen,J., Wang,S., Ramirez,J., Cassens,T., Sandoval,E., Isaksson,M., Lee,W., Becker,D., Laurent,M., Lu,J., Paden,C.R., MacCannell,D.",2021-04-07,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,FL-CDC-STM-000033130,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),7093,,ORF1ab polyprotein,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-03-11
WVI75827,Severe acute respiratory syndrome coronavirus 2,"Fries,A., Fanning,P., Muehleman,D., Meyer,J., Gruner,W., Lanter,K., Purves,S., Macias,E.",2024-02-01,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TX-USAFSAM-RS566,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),1270,,surface glycoprotein,USA: Texas,USA,TX,Homo sapiens,,2022-03-09
USY88589,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-07-05,BA.2.36,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,true,NC-CDC-QDX38045243,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),416,,nucleocapsid phosphoprotein,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-06-13
