Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OP341962,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/31/2022,BA.4.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,WA-CDC-QDX40409688,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29709,GenBank,complete,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,8/14/2022
OY477100,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/25/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,9/19/2021
OP285198,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,8/23/2022,BA.5.2.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0834426,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29720,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,8/10/2022
OY878619,Severe acute respiratory syndrome coronavirus 2,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,12/6/2023,B.1.1.277,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,11/12/2020
ON515963,Severe acute respiratory syndrome coronavirus 2,"Bowers,J., Van Tassel,B., Yaglom,H., Sprenkle,M., Centner,H., Pfeiffer,A., Folkerts,M., French,C., Jasso-Selles,D., Porter,T., Lemmer,D., Driebe,E., Engelthaler,D.","The Translational Genomics Research Institute COVID submission group, Bioinformatics",USA,5/16/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,TG1142829,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,GenBank,complete,,"USA: Arizona, Pima",USA,AZ,Homo sapiens,,1/6/2022
OX896375,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020
OY688783,Severe acute respiratory syndrome coronavirus 2,,"Suite 2, The Newnham Building, Chesterford Research Park, CB10 1XL",,8/3/2023,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/3/2022
OL715223,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/4/2021,AY.100,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-176935,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,11/24/2021
ON208936,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,4/11/2022,B.1.1.529,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220403641081,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,GenBank,complete,,USA,USA,,Homo sapiens,,1/24/2022
OP092817,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,7/28/2022,BA.4.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0785171,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29615,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,7/15/2022
OL714438,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,12/4/2021,AY.83,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,ND-CDC-MMB11455884,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29787,GenBank,complete,,USA: North Dakota,USA,ND,Homo sapiens,oronasopharynx,11/4/2021
OX697142,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29850,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,3/9/2022
OW103260,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,3/9/2022,BA.1.17.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020
ON940110,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,7/7/2022,BA.5.5,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0734425,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29624,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,6/19/2022
OM889944,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,3/2/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,AR-CDC-ASC210749364,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,GenBank,complete,,USA: Arkansas,USA,AR,Homo sapiens,,2/19/2022
OM409494,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/27/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,ID-CDC-LC0481823,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29686,GenBank,complete,,USA: Idaho,USA,ID,Homo sapiens,oronasopharynx,1/10/2022
ON220403,Severe acute respiratory syndrome coronavirus 2,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,4/12/2022,AY.100,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-500024593,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,GenBank,complete,,USA,USA,,Homo sapiens,,10/5/2021
OL540594,Severe acute respiratory syndrome coronavirus 2,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,11/18/2021,B.1.241,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDPH-2000022303,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,GenBank,complete,,USA,USA,,Homo sapiens,,1/9/2021
OX080956,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,6/15/2022,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29854,GenBank,complete,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,3/26/2022
OA997197,Severe acute respiratory syndrome coronavirus 2,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/20/2021,B.1.177.5,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,9/30/2020
OX856044,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,AY.4,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29903,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,9/22/2021
OM457506,Severe acute respiratory syndrome coronavirus 2,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,1/31/2022,BA.1.1.18,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,UT-UPHL-220121558173,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,GenBank,complete,,USA,USA,,Homo sapiens,,12/22/2021
OY594519,Severe acute respiratory syndrome coronavirus 2,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,7/30/2023,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,GenBank,complete,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2/25/2022
OM788464,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2/23/2022,BA.1.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0535085,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29717,GenBank,complete,,USA: California,USA,CA,Homo sapiens,oronasopharynx,2/8/2022
OY921638,Severe acute respiratory syndrome coronavirus 2,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,12/9/2023,BA.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,2/3/2022
MW994849,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,4/22/2021,B.1.1.519,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,IA-CDC-ASC210009820,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29891,GenBank,complete,,USA: Iowa,USA,IA,Homo sapiens,,3/18/2021
OA984506,Severe acute respiratory syndrome coronavirus 2,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,4/20/2021,B.1,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29894,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,8/20/2020
OM198409,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,1/10/2022,BA.1.15,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-ASC210557122,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29788,GenBank,complete,,USA: Michigan,USA,MI,Homo sapiens,,12/27/2021
OX874023,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/19/2023,BA.2.5,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29729,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/6/2022
ON308514,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,4/21/2022,BA.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,PA-CDC-QDX35575561,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29724,GenBank,complete,,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,4/4/2022
MT972035,Severe acute respiratory syndrome coronavirus 2,"Sait,M.L., Caly,L., Seemann,T., Schultz,M.B., Meumann,E., Cooley,L., van Haeften,R., Druce,J., Sherry,N.L.","The Peter Doherty Institute for Infection and Immunity, MDU-PHL",Australia,9/4/2020,D.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,VIC6429,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29807,GenBank,complete,,Australia: Victoria,Australia,,Homo sapiens,,7/24/2020
OP707453,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,10/24/2022,BA.5.2.20,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,PA-CDC-LC0912896,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29720,GenBank,complete,,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,10/8/2022
OX752204,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,6/18/2023,BA.1.17.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/15/2022
MZ193760,Severe acute respiratory syndrome coronavirus 2,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,5/14/2021,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-IBX859215990420,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29817,GenBank,complete,,USA: Minnesota,USA,MN,Homo sapiens,,4/25/2021
OY700928,Severe acute respiratory syndrome coronavirus 2,,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",,8/4/2023,BA.1.17.2,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29771,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,1/9/2022
OU802784,Severe acute respiratory syndrome coronavirus 2,,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",,10/13/2021,AY.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,GenBank,complete,,United Kingdom:England,United Kingdom,,Homo sapiens,,5/29/2021
